curie,label,retrieved_at
NCBITaxon:4932,Saccharomyces cerevisiae,2025-10-19T07:20:43.896538
NCBITaxon:559292,Saccharomyces cerevisiae S288C,2025-10-19T07:20:43.896929
NCBITaxon:4896,Schizosaccharomyces pombe,2025-10-19T07:20:43.897330
NCBITaxon:5476,Candida albicans,2025-10-19T07:20:43.897765
NCBITaxon:162425,Aspergillus nidulans,2025-10-19T07:20:43.898243
NCBITaxon:5141,Neurospora crassa,2025-10-19T07:20:43.898682
NCBITaxon:3702,Arabidopsis thaliana,2025-10-19T07:20:43.899207
NCBITaxon:4530,Oryza sativa,2025-10-19T07:20:43.899626
NCBITaxon:4577,Zea mays,2025-10-19T07:20:43.900034
NCBITaxon:4081,Solanum lycopersicum,2025-10-19T07:20:43.900467
NCBITaxon:4097,Nicotiana tabacum,2025-10-19T07:20:43.900937
NCBITaxon:562,Escherichia coli,2025-10-19T07:20:43.901413
NCBITaxon:83333,Escherichia coli K-12,2025-10-19T07:20:43.901987
NCBITaxon:1423,Bacillus subtilis,2025-10-19T07:20:43.902821
NCBITaxon:1773,Mycobacterium tuberculosis,2025-10-19T07:20:43.903476
NCBITaxon:287,Pseudomonas aeruginosa,2025-10-19T07:20:43.903972
NCBITaxon:1280,Staphylococcus aureus,2025-10-19T07:20:43.904611
NCBITaxon:1313,Streptococcus pneumoniae,2025-10-19T07:20:43.905101
NCBITaxon:210,Helicobacter pylori,2025-10-19T07:20:43.905745
NCBITaxon:2190,Methanocaldococcus jannaschii,2025-10-19T07:20:43.906312
NCBITaxon:2242,Halobacterium salinarum,2025-10-19T07:20:43.906998
NCBITaxon:5833,Plasmodium falciparum,2025-10-19T07:20:43.907483
NCBITaxon:5811,Toxoplasma gondii,2025-10-19T07:20:43.907944
NCBITaxon:5691,Trypanosoma brucei,2025-10-19T07:20:43.908383
NCBITaxon:44689,Dictyostelium discoideum,2025-10-19T07:20:43.908842
NCBITaxon:5911,Tetrahymena thermophila,2025-10-19T07:20:43.909190
NCBITaxon:5888,Paramecium tetraurelia,2025-10-19T07:20:43.909633
NCBITaxon:3055,Chlamydomonas reinhardtii,2025-10-19T07:20:43.910161
NCBITaxon:10710,Lambdavirus lambda,2025-10-19T07:20:43.910685
NCBITaxon:11676,Human immunodeficiency virus 1,2025-10-19T07:20:43.911307
NCBITaxon:11320,Influenza A virus,2025-10-19T07:20:43.911793
NCBITaxon:2697049,Severe acute respiratory syndrome coronavirus 2,2025-10-19T07:20:43.912353
NCBITaxon:33208,Metazoa,2025-10-19T07:20:43.918122
NCBITaxon:1642929,Lambdina fiscellaria nucleopolyhedrovirus,2025-10-19T07:20:43.939678
NCBITaxon:418985,Tropilaelaps mercedesae,2025-10-19T07:20:43.940304
NCBITaxon:2716812,Candidatus Protofrankia datiscae,2025-10-19T07:20:43.940847
NCBITaxon:1125718,Actinomyces massiliensis F0489,2025-10-19T07:20:43.941364
NCBITaxon:556926,Human adenovirus 53,2025-10-19T07:20:43.941868
NCBITaxon:933084,Jaapia argillacea MUCL 33604,2025-10-19T07:20:43.942341
NCBITaxon:944289,Collybiopsis luxurians FD-317 M1,2025-10-19T07:20:43.942590
NCBITaxon:12663,Feline coronavirus,2025-10-19T07:20:43.943071
NCBITaxon:2560801,Testudinid alphaherpesvirus 3,2025-10-19T07:20:43.943679
NCBITaxon:493475,Paraglaciecola arctica BSs20135,2025-10-19T07:20:43.944036
NCBITaxon:2494336,Perkinsus sp. BL_2016,2025-10-19T07:20:43.944624
NCBITaxon:1415580,Microcaecilia unicolor,2025-10-19T07:20:43.945106
NCBITaxon:2664684,Dimorphilus gyrociliatus,2025-10-19T07:20:43.945703
NCBITaxon:445787,Leptobrachium leishanense,2025-10-19T07:20:43.946130
NCBITaxon:599839,Fibroporia radiculosa,2025-10-19T07:20:43.946571
NCBITaxon:360622,Heracleum sosnowskyi,2025-10-19T07:20:43.947046
NCBITaxon:462227,Babesia sp. Xinjiang,2025-10-19T07:20:43.947470
NCBITaxon:432331,Sulfurihydrogenibium yellowstonense SS-5,2025-10-19T07:20:43.947944
NCBITaxon:2747483,Trichonephila inaurata madagascariensis,2025-10-19T07:20:43.948375
NCBITaxon:859192,Candidatus Nitrosarchaeum limnium BG20,2025-10-19T07:20:43.948809
NCBITaxon:1382522,Kuraishia capsulata CBS 1993,2025-10-19T07:20:43.949373
NCBITaxon:906689,Dendrobium catenatum,2025-10-19T07:20:43.949866
NCBITaxon:267555,Cuscuta australis,2025-10-19T07:20:43.950322
NCBITaxon:192012,Mikania micrantha,2025-10-19T07:20:43.950933
NCBITaxon:132585,Anser brachyrhynchus,2025-10-19T07:20:43.951449
NCBITaxon:997873,Bacteroides caccae CL03T12C61,2025-10-19T07:20:43.951913
NCBITaxon:1196324,Fictibacillus macauensis ZFHKF-1,2025-10-19T07:20:43.952400
NCBITaxon:944559,Paenibacillus sp. HGF7,2025-10-19T07:20:43.952765
NCBITaxon:999419,Parabacteroides johnsonii CL02T12C29,2025-10-19T07:20:43.953125
NCBITaxon:1920700,Samia ricini nucleopolyhedrovirus,2025-10-19T07:20:43.953595
NCBITaxon:77020,Malassezia pachydermatis,2025-10-19T07:20:43.953932
NCBITaxon:98383,Plutella xylostella granulovirus,2025-10-19T07:20:43.955056
NCBITaxon:1535247,Saimiriine betaherpesvirus 4,2025-10-19T07:20:43.955677
NCBITaxon:2591238,Coronavirus BtRt-BetaCoV/GX2018,2025-10-19T07:20:43.956163
NCBITaxon:857290,Scardovia wiggsiae F0424,2025-10-19T07:20:43.956639
NCBITaxon:53326,Ancylostoma ceylanicum,2025-10-19T07:20:43.956983
NCBITaxon:2493646,Potamilus streckersoni,2025-10-19T07:20:43.957316
NCBITaxon:1746199,Bordetella sp. N,2025-10-19T07:20:43.957824
NCBITaxon:883078,Afipia broomeae ATCC 49717,2025-10-19T07:20:43.958294
NCBITaxon:81985,Capsella rubella,2025-10-19T07:20:43.958760
NCBITaxon:33760,Prune dwarf virus,2025-10-19T07:20:43.959215
NCBITaxon:1055526,Candidatus Paraburkholderia kirkii UZHbot1,2025-10-19T07:20:43.959675
NCBITaxon:171969,Carnegiea gigantea,2025-10-19T07:20:43.960277
NCBITaxon:866889,Salmonella phage Vi06,2025-10-19T07:20:43.960729
NCBITaxon:1391729,Brevundimonas abyssalis TAR-001,2025-10-19T07:20:43.961176
NCBITaxon:111874,Neodiprion sertifer nucleopolyhedrovirus,2025-10-19T07:20:43.961616
NCBITaxon:948458,Actinotalea ferrariae CF5-4,2025-10-19T07:20:43.962070
NCBITaxon:84702,Cervus hanglu yarkandensis,2025-10-19T07:20:43.962529
NCBITaxon:51154,Catagonus wagneri,2025-10-19T07:20:43.962975
NCBITaxon:118793,Rostratula benghalensis,2025-10-19T07:20:43.963478
NCBITaxon:89673,Phyllostomus discolor,2025-10-19T07:20:43.963927
NCBITaxon:1871323,Chlamydiales bacterium SCGC AG-110-P3,2025-10-19T07:20:43.964428
NCBITaxon:377431,Chlorobium ferrooxidans DSM 13031,2025-10-19T07:20:43.964903
NCBITaxon:1291522,Helicosporidium sp. ATCC 50920,2025-10-19T07:20:43.965405
NCBITaxon:872965,Ardenticatena maritima,2025-10-19T07:20:43.966001
NCBITaxon:1173026,Gloeocapsa sp. PCC 7428,2025-10-19T07:20:43.966474
NCBITaxon:106582,Maylandia zebra,2025-10-19T07:20:43.966964
NCBITaxon:5963,Stentor coeruleus,2025-10-19T07:20:43.967436
NCBITaxon:345250,Raven circovirus,2025-10-19T07:20:43.967916
NCBITaxon:367121,Grapevine leafroll-associated virus 10,2025-10-19T07:20:43.968370
NCBITaxon:1041504,Candidatus Arthromitus sp. SFB-rat-Yit,2025-10-19T07:20:43.968849
NCBITaxon:252671,Clytia hemisphaerica,2025-10-19T07:20:43.969348
NCBITaxon:2953425,Pampusana beccarii,2025-10-19T07:20:43.969934
NCBITaxon:254448,Cnemophilus loriae,2025-10-19T07:20:43.970440
NCBITaxon:585529,Corynebacterium genitalium ATCC 33030,2025-10-19T07:20:43.971003
NCBITaxon:325775,Coxiella endosymbiont of Amblyomma americanum,2025-10-19T07:20:43.971600
NCBITaxon:671065,Metallosphaera yellowstonensis MK1,2025-10-19T07:20:43.972125
NCBITaxon:35525,Daphnia magna,2025-10-19T07:20:43.972655
NCBITaxon:467358,Ceutorhynchus assimilis,2025-10-19T07:20:43.973129
NCBITaxon:864702,Leptolyngbyaceae cyanobacterium JSC-12,2025-10-19T07:20:43.973619
NCBITaxon:2058095,Meiothermus sp. QL-1,2025-10-19T07:20:43.974213
NCBITaxon:1489678,Deinococcus sp. RL,2025-10-19T07:20:43.974877
NCBITaxon:11908,Human T-cell leukemia virus type I,2025-10-19T07:20:43.975414
NCBITaxon:2211119,Lujinxingia litoralis,2025-10-19T07:20:43.975929
NCBITaxon:269412,Xiphorhynchus elegans,2025-10-19T07:20:43.976430
NCBITaxon:1628268,Symbiodinium necroappetens,2025-10-19T07:20:43.977255
NCBITaxon:568069,Clunio marinus,2025-10-19T07:20:43.977992
NCBITaxon:51316,Eimeria praecox,2025-10-19T07:20:43.978669
NCBITaxon:337179,Emberiza fucata,2025-10-19T07:20:43.979324
NCBITaxon:1158606,Enterococcus asini ATCC 700915,2025-10-19T07:20:43.979883
NCBITaxon:134287,secondary endosymbiont of Heteropsylla cubana,2025-10-19T07:20:43.980379
NCBITaxon:262921,Rhododendron williamsianum,2025-10-19T07:20:43.980934
NCBITaxon:1843537,Petrolisthes manimaculis,2025-10-19T07:20:43.981622
NCBITaxon:1314962,Perkinsela sp. CCAP 1560/4,2025-10-19T07:20:43.982182
NCBITaxon:1460289,Chrysochromulina tobinii,2025-10-19T07:20:43.982755
NCBITaxon:100452,Candidula unifasciata,2025-10-19T07:20:43.983293
NCBITaxon:1182543,Cladophialophora psammophila CBS 110553,2025-10-19T07:20:43.983851
NCBITaxon:937775,Methanoplanus limicola DSM 2279,2025-10-19T07:20:43.985025
NCBITaxon:362788,Senna tora,2025-10-19T07:20:43.985659
NCBITaxon:552398,Ruminococcaceae bacterium D16,2025-10-19T07:20:43.986209
NCBITaxon:888059,Capnocytophaga sp. oral taxon 338 str. F0234,2025-10-19T07:20:43.986734
NCBITaxon:3071305,Tunisian sheep-like pestivirus,2025-10-19T07:20:43.987259
NCBITaxon:448386,Gracilariopsis chorda,2025-10-19T07:20:43.987812
NCBITaxon:571890,Urocynchramus pylzowi,2025-10-19T07:20:43.988307
NCBITaxon:1263082,Lichtheimia corymbifera JMRC:FSU:9682,2025-10-19T07:20:43.988853
NCBITaxon:463165,Furnarius figulus,2025-10-19T07:20:43.989351
NCBITaxon:469605,Fusobacterium gonidiaformans 3-1-5R,2025-10-19T07:20:43.989893
NCBITaxon:886794,Odontophorus gujanensis,2025-10-19T07:20:43.990435
NCBITaxon:1504288,Bovine gammaherpesvirus 6,2025-10-19T07:20:43.990955
NCBITaxon:2860474,Anser fabalis coronavirus NCN2,2025-10-19T07:20:43.991522
NCBITaxon:261317,Buchnera aphidicola (Cinara tujafilina),2025-10-19T07:20:43.992066
NCBITaxon:231223,Elysia crispata,2025-10-19T07:20:43.992731
NCBITaxon:223275,East African cassava mosaic Zanzibar virus,2025-10-19T07:20:43.993259
NCBITaxon:144539,Paraglomus occultum,2025-10-19T07:20:43.993824
NCBITaxon:47308,Neogobius melanostomus,2025-10-19T07:20:43.994363
NCBITaxon:2478892,Atlantisia rogersi,2025-10-19T07:20:43.994989
NCBITaxon:613026,Helicobacter bilis ATCC 43879,2025-10-19T07:20:43.995501
NCBITaxon:2792576,Rhynchosporium graminicola,2025-10-19T07:20:43.996079
NCBITaxon:506608,Cinara cedri,2025-10-19T07:20:43.996575
NCBITaxon:12639,Duck hepatitis B virus,2025-10-19T07:20:43.997114
NCBITaxon:39272,Allacma fusca,2025-10-19T07:20:43.997652
NCBITaxon:166423,Melipona quadrifasciata,2025-10-19T07:20:43.998087
NCBITaxon:1082933,Mesorhizobium amorphae CCNWGS0123,2025-10-19T07:20:43.998660
NCBITaxon:1531966,[Torrubiella] hemipterigena,2025-10-19T07:20:43.999181
NCBITaxon:1049605,Influenza A virus (A/California/VRDL364/2009(mixed)),2025-10-19T07:20:43.999693
NCBITaxon:197152,Cloeon dipterum,2025-10-19T07:20:44.000222
NCBITaxon:56723,Labrus bergylta,2025-10-19T07:20:44.000607
NCBITaxon:224308,Bacillus subtilis subsp. subtilis str. 168,2025-10-19T07:20:44.001164
NCBITaxon:9685,Felis catus,2025-10-19T07:20:44.002416
NCBITaxon:9593,Gorilla gorilla,2025-10-19T07:20:44.002885
NCBITaxon:9796,Equus caballus,2025-10-19T07:20:44.003489
NCBITaxon:39947,Oryza sativa Japonica Group,2025-10-19T07:20:44.004086
NCBITaxon:9986,Oryctolagus cuniculus,2025-10-19T07:20:44.004549
NCBITaxon:284812,Schizosaccharomyces pombe 972h-,2025-10-19T07:20:44.005063
NCBITaxon:9940,Ovis aries,2025-10-19T07:20:44.005582
NCBITaxon:85962,Helicobacter pylori 26695,2025-10-19T07:20:44.006007
NCBITaxon:347515,Leishmania major strain Friedlin,2025-10-19T07:20:44.006507
NCBITaxon:3880,Medicago truncatula,2025-10-19T07:20:44.007015
NCBITaxon:83332,Mycobacterium tuberculosis H37Rv,2025-10-19T07:20:44.007299
NCBITaxon:122586,Neisseria meningitidis MC58,2025-10-19T07:20:44.007840
NCBITaxon:36329,Plasmodium falciparum 3D7,2025-10-19T07:20:44.008256
NCBITaxon:208964,Pseudomonas aeruginosa PAO1,2025-10-19T07:20:44.008829
NCBITaxon:3847,Glycine max,2025-10-19T07:20:44.009280
NCBITaxon:93061,Staphylococcus aureus subsp. aureus NCTC 8325,2025-10-19T07:20:44.009692
NCBITaxon:171101,Streptococcus pneumoniae R6,2025-10-19T07:20:44.010240
NCBITaxon:508771,Toxoplasma gondii ME49,2025-10-19T07:20:44.010755
NCBITaxon:185431,Trypanosoma brucei brucei TREU927,2025-10-19T07:20:44.011301
NCBITaxon:4565,Triticum aestivum,2025-10-19T07:20:44.011825
NCBITaxon:3888,Lathyrus oleraceus,2025-10-19T07:20:44.012363
NCBITaxon:920,Acidithiobacillus ferrooxidans,2025-10-19T07:20:50.733817
NCBITaxon:2705,,2025-10-19T07:20:50.734601
NCBITaxon:5061,Aspergillus niger,2025-10-19T07:20:50.735200
NCBITaxon:180,Leptospirillum ferrooxidans,2025-10-19T07:42:42.936346
