table,columns
aws_appautoscaling_policy,"{policy_arn,policy_name,service_namespace,resource_id,scalable_dimension,policy_type,target_tracking_scaling_policy_configuration,step_scaling_policy_configuration,alarms,creation_time,title,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_region,"{name,opt_in_status,title,akas,region,steampipe_available,steampipe_default,partition,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_vpc_vpn_connection,"{vpn_connection_id,arn,state,type,category,vpn_gateway_id,customer_gateway_id,customer_gateway_configuration,transit_gateway_id,options,routes,vgw_telemetry,tags_src,title,tags,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_auditmanager_control,"{name,arn,id,type,created_at,created_by,action_plan_title,action_plan_instructions,control_sources,description,last_updated_at,last_updated_by,testing_information,control_mapping_sources,title,tags,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_sns_topic,"{topic_arn,display_name,application_failure_feedback_role_arn,application_success_feedback_role_arn,application_success_feedback_sample_rate,firehose_failure_feedback_role_arn,firehose_success_feedback_role_arn,firehose_success_feedback_sample_rate,http_failure_feedback_role_arn,http_success_feedback_role_arn,http_success_feedback_sample_rate,lambda_failure_feedback_role_arn,lambda_success_feedback_role_arn,lambda_success_feedback_sample_rate,owner,sqs_failure_feedback_role_arn,sqs_success_feedback_role_arn,sqs_success_feedback_sample_rate,subscriptions_confirmed,subscriptions_deleted,subscriptions_pending,kms_master_key_id,tags_src,policy,policy_std,delivery_policy,effective_delivery_policy,title,tags,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_vpc_verified_access_instance,"{verified_access_instance_id,creation_time,description,last_updated_time,verified_access_trust_providers,tags_src,title,tags,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_scheduler_schedule,"{name,arn,state,description,schedule_expression,schedule_expression_timezone,creation_date,last_modification_date,start_date,end_date,group_name,kms_key_arn,action_after_completion,flexible_time_window,target,title,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_s3_bucket,"{name,arn,creation_date,bucket_policy_is_public,versioning_enabled,versioning_mfa_delete,block_public_acls,block_public_policy,ignore_public_acls,restrict_public_buckets,event_notification_configuration,server_side_encryption_configuration,acl,lifecycle_rules,logging,object_lock_configuration,object_ownership_controls,policy,policy_std,replication,website_configuration,tags_src,tags,title,akas,region,partition,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_inspector2_finding,"{finding_account_id,description,exploit_available,arn,status,type,first_observed_at,fix_available,inspector_score,resource_id,resource_type,component_type,component_id,ec2_instance_image_id,ec2_instance_subnet_id,ec2_instance_vpc_id,ecr_image_architecture,ecr_image_hash,ecr_image_pushed_at,ecr_image_registry,ecr_image_repository_name,ecr_image_tags,lambda_function_execution_role_arn,lambda_function_last_modified_at,lambda_function_layers,lambda_function_name,lambda_function_runtime,network_protocol,related_vulnerabilitie,last_observed_at,remediation_recommendation_text,remediation_recommendation_url,severity,updated_at,source,source_url,vendor_created_at,vendor_severity,vendor_updated_at,vulnerability_id,epss_score,exploitability_details,inspector_score_details,network_reachability_details,package_vulnerability_details,cvss,reference_urls,related_vulnerabilities,vulnerable_package,vulnerable_packages,resources,resource_tags,title,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_cost_forecast_daily,"{period_start,period_end,mean_value,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_s3_multi_region_access_point,"{name,alias,created_at,status,public_access_block,regions,title,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_eks_identity_provider_config,"{name,type,client_id,cluster_name,arn,groups_claim,groups_prefix,issuer_url,username_claim,status,username_prefix,required_claims,tags_src,title,tags,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_rds_db_parameter_group,"{name,arn,description,db_parameter_group_family,parameters,tags_src,tags,title,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_sagemaker_app,"{name,app_type,arn,creation_time,domain_id,failure_reason,space_name,last_health_check_timestamp,last_user_activity_timestamp,status,user_profile_name,resource_spec,title,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_iot_thing,"{thing_name,thing_id,arn,thing_type_name,attribute_name,attribute_value,billing_group_name,default_client_id,version,attributes,title,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_ec2_managed_prefix_list,"{name,id,arn,state,address_family,max_entries,owner_id,state_message,version,tags_src,title,tags,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_cloudtrail_trail,"{name,arn,home_region,is_multi_region_trail,log_file_validation_enabled,is_logging,log_group_arn,cloudwatch_logs_role_arn,has_custom_event_selectors,has_insight_selectors,include_global_service_events,is_organization_trail,kms_key_id,s3_bucket_name,s3_key_prefix,sns_topic_arn,latest_cloudwatch_logs_delivery_error,latest_cloudwatch_logs_delivery_time,latest_delivery_error,latest_delivery_time,latest_digest_delivery_error,latest_digest_delivery_time,latest_notification_error,latest_notification_time,start_logging_time,stop_logging_time,advanced_event_selectors,event_selectors,insight_selectors,tags_src,tags,akas,title,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_servicecatalog_provisioned_product,"{arn,id,created_time,idempotency_token,last_provisioning_record_id,accept_language,last_record_id,last_successful_provisioning_record_id,launch_role_arn,name,product_id,provisioning_artifact_id,status,status_message,type,cloud_watch_dashboards,title,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_acm_certificate,"{certificate_arn,certificate,certificate_chain,domain_name,certificate_transparency_logging_preference,export,created_at,subject,imported_at,issuer,signature_algorithm,extended_key_usages,failure_reason,issued_at,status,key_algorithm,not_after,not_before,renewal_eligibility,revocation_reason,revoked_at,serial,type,domain_validation_options,in_use_by,subject_alternative_names,tags_src,title,tags,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_availability_zone,"{name,zone_id,zone_type,opt_in_status,group_name,region_name,parent_zone_name,parent_zone_id,messages,title,akas,sp_connection_name,sp_ctx,_ctx}"
aws_waf_rate_based_rule,"{name,rule_id,metric_name,rate_key,rate_limit,predicates,tags_src,title,tags,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_vpc_block_public_access_options,"{exclusions_allowed,internet_gateway_block_mode,last_update_timestamp,managed_by,reason,state,title,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_organizations_account,"{name,id,parent_id,arn,status,email,joined_method,joined_timestamp,tags_src,tags,title,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_config_delivery_channel,"{name,s3_bucket_name,s3_key_prefix,s3_kms_key_arn,sns_topic_arn,delivery_frequency,status,akas,title,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_ssm_managed_instance,"{name,instance_id,arn,iam_role,source_id,source_type,resource_type,ping_status,activation_id,agent_version,association_status,computer_name,ip_address,is_latest_version,last_association_execution_date,last_ping_date_time,last_successful_association_execution_date,platform_name,platform_type,platform_version,registration_date,association_overview,title,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_wafv2_web_acl,"{name,arn,id,scope,description,capacity,lock_token,managed_by_firewall_manager,custom_response_bodies,label_namespace,retrofitted_by_firewall_manager,token_domains,associated_resources,default_action,logging_configuration,pre_process_firewall_manager_rule_groups,post_process_firewall_manager_rule_groups,rules,visibility_config,tags_src,title,tags,akas,region,partition,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_ecs_task_definition,"{task_definition_arn,cpu,status,execution_role_arn,family,ipc_mode,memory,network_mode,pid_mode,revision,task_role_arn,registered_at,registered_by,deregistered_at,ephemeral_storage_size_in_gib,container_definitions,compatibilities,runtime_platform,inference_accelerators,placement_constraints,proxy_configuration,requires_attributes,requires_compatibilities,volumes,tags_src,title,tags,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_timestreamwrite_table,"{table_name,arn,table_status,creation_time,last_updated_time,database_name,schema,magnetic_store_write_properties,retention_properties,title,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_kinesisanalyticsv2_application,"{application_name,application_version_id,application_arn,application_mode,application_version_rolled_back_from,application_version_rolled_back_to,application_version_updated_from,conditional_token,application_status,create_timestamp,application_description,last_update_timestamp,runtime_environment,service_execution_role,application_configuration_description,application_maintenance_configuration_description,cloud_watch_logging_option_descriptions,tags_src,title,tags,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_rds_db_instance_metric_write_iops_hourly,"{db_instance_identifier,metric_name,namespace,average,maximum,minimum,sample_count,sum,unit,timestamp,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_route53_health_check,"{id,caller_reference,health_check_version,linked_service_principal,linked_service_description,cloud_watch_alarm_configuration,health_check_config,health_check_status,tags_src,title,tags,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_eks_access_entry,"{cluster_name,principal_arn,access_entry_arn,created_at,modified_at,kubernetes_groups,type,username,title,tags,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_bedrock_knowledge_base,"{knowledge_base_id,name,status,description,created_at,updated_at,arn,role_arn,storage_configuration,knowledge_base_configuration,failure_reasons,title,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_accessanalyzer_finding,"{access_analyzer_arn,id,analyzed_at,created_at,error,is_public,resource,resource_owner_account,resource_type,status,updated_at,action,sources,principal,condition,title,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_route53_query_log,"{id,hosted_zone_id,cloud_watch_logs_log_group_arn,title,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_sts_caller_identity,"{arn,user_id,title,akas,partition,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_drs_recovery_snapshot,"{snapshot_id,source_server_id,expected_timestamp,timestamp,ebs_snapshots,title,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_iam_policy,"{name,policy_id,path,description,arn,is_aws_managed,is_attachable,create_date,update_date,attachment_count,is_attached,default_version_id,permissions_boundary_usage_count,policy,policy_std,tags_src,tags,title,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_elasticache_cluster,"{cache_cluster_id,arn,cache_node_type,cache_cluster_status,at_rest_encryption_enabled,auth_token_enabled,auto_minor_version_upgrade,cache_cluster_create_time,ip_discovery,network_type,transit_encryption_mode,preferred_outpost_arn,cache_subnet_group_name,client_download_landing_page,engine,engine_version,num_cache_nodes,preferred_availability_zone,preferred_maintenance_window,replication_group_id,snapshot_retention_limit,snapshot_window,transit_encryption_enabled,auth_token_last_modified_date,replication_group_log_delivery_enabled,cache_parameter_group,cache_nodes,notification_configuration,pending_modified_values,security_groups,configuration_endpoint,cache_security_groups,log_delivery_configurations,tags_src,title,tags,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_dms_replication_instance,"{replication_instance_identifier,arn,replication_instance_class,engine_version,publicly_accessible,allocated_storage,auto_minor_version_upgrade,availability_zone,dns_name_servers,free_until,instance_create_time,kms_key_id,network_type,multi_az,preferred_maintenance_window,replication_instance_private_ip_address,replication_instance_public_ip_address,replication_instance_status,secondary_availability_zone,pending_modified_values,replication_instance_private_ip_addresses,replication_instance_public_ip_addresses,replication_instance_ipv6_addresses,replication_subnet_group,vpc_security_groups,tags_src,title,tags,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_inspector_finding,"{id,arn,agent_id,asset_type,auto_scaling_group,confidence,created_at,updated_at,description,indicator_of_compromise,numeric_severity,recommendation,schema_version,service,severity,asset_attributes,attributes,failed_items,service_attributes,user_attributes,title,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_sns_topic_subscription,"{subscription_arn,topic_arn,owner,protocol,endpoint,confirmation_was_authenticated,pending_confirmation,raw_message_delivery,delivery_policy,effective_delivery_policy,redrive_policy,filter_policy,title,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_ec2_instance_metric_cpu_utilization_daily,"{instance_id,metric_name,namespace,average,maximum,minimum,sample_count,sum,unit,timestamp,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_vpc_customer_gateway,"{customer_gateway_id,type,state,bgp_asn,certificate_arn,device_name,ip_address,tags_src,tags,title,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_eks_addon_version,"{addon_name,addon_version,type,addon_configuration,architecture,compatibilities,title,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_backup_selection,"{selection_name,selection_id,backup_plan_id,arn,creation_date,creator_request_id,iam_role_arn,list_of_tags,resources,conditions,not_resources,title,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_appstream_image,"{name,arn,appstream_agent_version,base_image_arn,created_time,description,display_name,image_builder_name,image_builder_supported,platform,public_base_image_released_date,state,visibility,applications,image_errors,image_permissions,state_change_reason,title,tags,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_ec2_instance_metric_cpu_utilization,"{instance_id,metric_name,namespace,average,maximum,minimum,sample_count,sum,unit,timestamp,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_api_gateway_domain_name,"{domain_name,certificate_arn,certificate_name,certificate_upload_date,distribution_domain_name,distribution_hosted_zone_id,domain_name_status,domain_name_status_message,ownership_verification_certificate_arn,regional_certificate_arn,regional_certificate_name,regional_domain_name,regional_hosted_zone_id,security_policy,endpoint_configuration,mutual_tls_authentication,tags,title,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_lakeformation_tag,"{catalog_id,tag_key,tag_values,title,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_globalaccelerator_accelerator,"{name,arn,created_time,dns_name,dual_stack_dns_name,enabled,ip_address_type,ip_sets,last_modified_time,status,tags_src,events,accelerator_attributes,title,tags,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_lakeformation_permission,"{principal_identifier,condition_expression,last_updated,last_updated_by,resource_catalog_id,database_catalog_id,database_name,table_catalog_id,table_database_name,table_name,table_with_columns_catalog_id,table_with_columns_database_name,table_with_columns_name,table_with_columns_column_names,data_location_catalog_id,data_location_resource_arn,lf_tag_catalog_id,lf_tag_key,lf_tag_expression_catalog_id,lf_tag_expression_name,permissions,permissions_with_grant_option,lf_tag_values,additional_details_resource_share,title,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_keyspaces_table,"{keyspace_name,table_name,arn,status,ttl_status,client_side_timestamps_status,creation_timestamp,default_time_to_live,comment_message,encryption_specification_type,kms_key_identifier,point_in_time_recovery,capacity_specification,replica_specifications,schema_definition,title,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_sagemaker_model,"{name,arn,creation_time,enable_network_isolation,execution_role_arn,containers,inference_execution_config,primary_container,vpc_config,deployment_recommendation,tags_src,title,tags,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_ec2_launch_template_version,"{launch_template_name,launch_template_id,create_time,created_by,default_version,disable_api_stop,disable_api_termination,ebs_optimized,image_id,instance_type,kernel_id,key_name,ram_disk_id,security_groups,security_group_ids,version_description,version_number,user_data,launch_template_data,title,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_guardduty_ipset,"{name,detector_id,ipset_id,format,status,location,title,tags,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_resource_explorer_resource,"{arn,view_arn,last_reported_at,owning_account_id,filter,properties,region,resource_type,service,title,sp_connection_name,sp_ctx,_ctx}"
aws_vpc_security_group_vpc_association,"{group_id,vpc_id,vpc_owner_id,state,title,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_sagemaker_domain,"{id,name,arn,creation_time,app_network_access_type,app_security_group_management,auth_mode,failure_reason,home_efs_file_system_id,kms_key_id,last_modified_time,security_group_id_for_domain_boundary,single_sign_on_managed_application_instance_id,single_sign_on_application_arn,vpc_id,status,tags_src,url,default_user_settings,domain_settings,default_space_settings,subnet_ids,title,tags,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_sfn_state_machine_execution,"{name,execution_arn,status,input,cause,error,map_run_arn,redrive_count,redrive_date,redrive_status,redrive_status_reason,state_machine_alias_arn,state_machine_version_arn,output,start_date,state_machine_arn,stop_date,trace_header,input_details,output_details,title,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_shield_protection,"{id,name,resource_arn,arn,resource_type,tags_src,health_check_ids,application_layer_automatic_response_configuration,title,akas,tags,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_cognito_user_pool,"{id,arn,account_recovery_setting,admin_create_user_config,alias_attributes,auto_verified_attributes,creation_date,custom_domain,deletion_protection,device_configuration,domain,email_configuration,estimated_number_of_users,lambda_config,last_modified_date,mfa_configuration,name,policies,schema_attributes,sms_authentication_message,sms_configuration,sms_configuration_failure,status,user_attribute_update_settings,user_pool_add_ons,username_attributes,username_configuration,verification_message_template,akas,tags,title,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_rds_db_snapshot,"{db_snapshot_identifier,arn,type,status,create_time,allocated_storage,availability_zone,db_instance_identifier,dbi_resource_id,encrypted,engine,engine_version,iam_database_authentication_enabled,instance_create_time,iops,kms_key_id,license_model,master_user_name,option_group_name,percent_progress,port,source_db_snapshot_identifier,db_system_id,dedicated_log_volume,multi_tenant,snapshot_database_time,snapshot_target,source_region,storage_type,tde_credential_arn,timezone,vpc_id,db_snapshot_attributes,processor_features,tags_src,tags,title,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_cloudwatch_log_delivery_source,"{name,arn,service,log_type,resource_arns,title,tags,akas,sp_connection_name,sp_ctx,_ctx}"
aws_ssoadmin_account_assignment,"{target_account_id,instance_arn,permission_set_arn,principal_type,principal_id,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_pricing_product,"{rate_code,service_code,term,purchase_option,lease_contract_length,offering_class,description,begin_range,end_range,unit,price_per_unit,currency,publication_date,effective_date,version,attributes,filters,partition,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_securityhub_standards_control,"{control_id,arn,control_status,severity_rating,control_status_updated_at,description,disabled_reason,remediation_url,related_requirements,title,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_vpc_eip_address_transfer,"{allocation_id,address_transfer_status,public_ip,transfer_account_id,transfer_offer_accepted_timestamp,transfer_offer_expiration_timestamp,title,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_lambda_layer_version,"{layer_name,layer_arn,layer_version_arn,created_date,description,license_info,revision_id,version,compatible_architectures,compatible_runtimes,content,policy,policy_std,title,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_securitylake_subscriber,"{subscriber_name,subscription_id,created_at,subscription_status,updated_at,external_id,role_arn,s3_bucket_arn,sns_arn,subscriber_description,subscription_endpoint,subscription_protocol,access_types,source_types,title,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_macie2_classification_job,"{name,job_id,arn,job_status,job_type,description,managed_data_identifier_selector,initial_run,client_token,created_at,last_run_time,sampling_percentage,bucket_definitions,custom_data_identifier_ids,last_run_error_status,s3_job_definition,allow_list_ids,managed_data_identifier_ids,schedule_frequency,statistics,user_paused_details,title,tags,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_cognito_user_group,"{group_name,user_pool_id,description,creation_date,last_modified_date,precedence,role_arn,title,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_ec2_transit_gateway_route_table,"{transit_gateway_route_table_id,transit_gateway_id,state,creation_time,default_association_route_table,default_propagation_route_table,tags_src,tags,title,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_codebuild_report_group,"{name,arn,type,created,last_modified,export_config,tags_src,tags,title,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_sfn_state_machine,"{name,arn,status,type,description,label,revision_id,creation_date,definition,role_arn,logging_configuration,tags_src,tracing_configuration,tags,title,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_drs_source_server,"{source_server_id,arn,recovery_instance_id,agent_version,source_network_id,source_properties,data_replication_info,last_launch_result,life_cycle,replication_direction,reversed_direction_source_server_arn,source_cloud_properties,staging_area,staging_account_id,launch_configuration,hardware_id,title,tags,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_wafregional_rule,"{name,arn,rule_id,metric_name,predicates,title,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_backup_vault,"{name,arn,creation_date,lock_date,locked,max_retention_days,min_retention_days,creator_request_id,encryption_key_arn,number_of_recovery_points,sns_topic_arn,policy,policy_std,backup_vault_events,title,tags,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_iam_saml_provider,"{arn,create_date,valid_until,saml_metadata_document,tags_src,tags,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_ec2_reserved_instance,"{reserved_instance_id,arn,instance_type,instance_state,availability_zone,currency_code,duration,end_time,fixed_price,instance_count,instance_tenancy,offering_class,offering_type,product_description,scope,start_time,usage_price,reserved_instances_modifications,tags_src,title,tags,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_dax_subnet_group,"{subnet_group_name,description,vpc_id,subnets,title,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_bedrock_agent,"{agent_id,agent_name,agent_status,updated_at,description,latest_agent_version,guardrail_configuration,arn,agent_resource_role_arn,agent_version,created_at,prepared_at,idle_session_ttl_in_seconds,foundation_model,instruction,orchestration_type,customer_encryption_key_arn,failure_reasons,agent_collaboration,recommended_actions,custom_orchestration,memory_configuration,prompt_override_configuration,title,akas,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
aws_cloudtrail_trail_event,"{filter,log_group_name,log_stream_name,timestamp,timestamp_ms,access_key_id,aws_region,error_code,error_message,event_category,event_id,event_name,event_source,event_time,event_type,event_version,read_only,recipient_account_id,request_id,shared_event_id,source_ip_address,user_agent,user_type,username,user_identifier,vpc_endpoint_id,additional_event_data,cloudtrail_event,request_parameters,response_elements,resources,tls_details,user_identity,partition,region,account_id,sp_connection_name,sp_ctx,_ctx}"
